index,entry_date,entry_price,quantity,target_price,exit_date,exit_price,pnl,charges,holding_days
HDFCBANK,2015-05-07,237.8249969482422,42.04772470648364,249.7162467956543,2015-05-18,249.7162467956543,475.0000000000007,25,11
HDFCBANK,2015-09-01,250.0249938964844,39.99600137632724,262.5262435913086,2015-09-18,262.5262435913086,475.0000000000002,25,17
HDFCBANK,2015-09-02,248.7875061035156,40.19494449950069,261.2268814086914,2015-09-18,261.2268814086914,475.0000000000002,25,16
HDFCBANK,2015-09-07,246.1125030517578,40.631824373006296,258.4181282043457,2015-09-18,258.4181282043457,474.9999999999995,25,11
HDFCBANK,2015-08-24,254.7624969482422,39.25224520794209,267.5006217956543,2015-09-29,267.5006217956543,475.0,25,36
HDFCBANK,2015-08-25,254.6125030517578,39.27536896319342,267.3431282043457,2015-09-29,267.3431282043457,474.99999999999994,25,35
HDFCBANK,2015-08-26,253.375,39.46719289590528,266.04375,2015-09-29,266.04375,474.99999999999955,25,34
HDFCBANK,2016-02-24,237.3999938964844,42.12300024051554,249.26999359130863,2016-03-02,249.26999359130863,475.0000000000004,25,7
HDFCBANK,2016-02-25,235.6625061035156,42.43356385087182,247.44563140869138,2016-03-02,247.44563140869138,475.0000000000003,25,6
HDFCBANK,2016-02-12,242.8500061035156,41.17768066160751,254.99250640869138,2016-03-03,254.99250640869138,475.0000000000003,25,20
HDFCBANK,2016-02-11,243.8249969482422,41.01302214769532,256.0162467956543,2016-03-04,256.0162467956543,475.0,25,22
HDFCBANK,2016-02-15,243.3999938964844,41.084635376995536,255.56999359130864,2016-03-04,255.56999359130864,475.0000000000009,25,18
HDFCBANK,2016-02-16,243.3625030517578,41.090964608764,255.5306282043457,2016-03-04,255.5306282043457,475.0,25,17
HDFCBANK,2016-02-17,243.7250061035156,41.029848187808724,255.9112564086914,2016-03-04,255.9112564086914,475.00000000000097,25,16
HDFCBANK,2016-11-24,291.375,34.32003432003432,305.94375,2017-01-11,305.94375,475.00000000000074,25,48
HDFCBANK,2016-11-23,296.1875,33.76239713019624,310.996875,2017-01-16,310.996875,474.9999999999996,25,54
HDFCBANK,2018-09-24,481.4249877929688,20.771667972291425,505.4962371826173,2018-10-01,505.4962371826173,475.0000000000007,25,7
HDFCBANK,2018-09-19,490.3374938964844,20.394116551305597,514.8543685913086,2018-11-27,514.8543685913086,474.9999999999995,25,69
HDFCBANK,2018-09-11,500.1000061035156,19.996000555797036,525.1050064086915,2018-11-29,525.1050064086915,475.00000000000085,25,79
HDFCBANK,2019-08-05,544.8125,18.35493862567397,572.053125,2019-08-09,572.053125,475.0000000000004,25,4
HDFCBANK,2019-07-23,565.875,17.671747294013695,594.16875,2019-09-20,594.16875,475.0000000000008,25,59
HDFCBANK,2019-07-29,561.0750122070312,17.822928810649113,589.1287628173828,2019-09-20,589.1287628173828,475.0000000000004,25,53
HDFCBANK,2019-07-30,563.0625,17.76001776001776,591.215625,2019-09-20,591.215625,475.0000000000008,25,52
HDFCBANK,2019-07-31,562.9124755859375,17.764751064703205,591.0580993652344,2019-09-20,591.0580993652344,475.0000000000004,25,51
HDFCBANK,2019-08-01,555.4500122070312,18.003420254265347,583.2225128173828,2019-09-20,583.2225128173828,475.00000000000045,25,50
HDFCBANK,2019-08-02,553.5875244140625,18.063990893913964,581.2669006347656,2019-09-20,581.2669006347656,475.00000000000034,25,49
HDFCBANK,2019-08-06,547.2750244140625,18.27234855218627,574.6387756347657,2019-09-20,574.6387756347657,475.00000000000125,25,45
HDFCBANK,2019-08-07,546.0,18.315018315018314,573.3000000000001,2019-09-20,573.3000000000001,475.0000000000012,25,44
HDFCBANK,2020-03-12,510.6499938964844,19.58288479295886,536.1824935913086,2020-03-13,536.1824935913086,474.9999999999995,25,1
HDFCBANK,2020-03-23,385.7749938964844,25.921846045530145,405.0637435913086,2020-03-25,405.0637435913086,475.0,25,2
HDFCBANK,2020-03-24,383.8500061035156,26.051842753659425,403.0425064086914,2020-03-25,403.0425064086914,474.9999999999997,25,1
HDFCBANK,2020-03-18,438.4500122070313,22.807617109332202,460.37251281738287,2020-03-26,460.37251281738287,474.99999999999994,25,8
HDFCBANK,2020-03-20,441.4249877929688,22.6539055933328,463.4962371826173,2020-03-26,463.4962371826173,475.0000000000007,25,6
HDFCBANK,2020-03-19,447.7749938964844,22.332645047864773,470.1637435913086,2020-03-27,470.1637435913086,475.00000000000057,25,8
HDFCBANK,2020-03-17,487.5499877929688,20.510717363090897,511.92748718261726,2020-06-03,511.92748718261726,475.00000000000017,25,78
HDFCBANK,2020-03-16,499.75,20.010005002501252,524.7375000000001,2020-06-08,524.7375000000001,475.0000000000014,25,84
HDFCBANK,2020-03-13,534.9000244140625,18.695082339833785,561.6450256347656,2020-07-08,561.6450256347656,474.9999999999996,25,117
HDFCBANK,2020-03-09,553.6500244140625,18.06195170059493,581.3325256347656,2020-10-07,581.3325256347656,474.9999999999996,25,212
HDFCBANK,2020-03-06,567.4500122070312,17.622697655968242,595.8225128173829,2020-10-08,595.8225128173829,475.0000000000008,25,216
HDFCBANK,2020-03-11,556.9000244140625,17.95654437351015,584.7450256347656,2020-10-08,584.7450256347656,475.0,25,211
HDFCBANK,2020-03-04,574.4249877929688,17.408713430837288,603.1462371826173,2020-10-09,603.1462371826173,475.0000000000012,25,219
HDFCBANK,2020-03-05,575.6749877929688,17.370912775519653,604.4587371826173,2020-10-09,604.4587371826173,475.00000000000125,25,218
HDFCBANK,2021-12-20,712.8250122070312,14.028688428087346,748.4662628173828,2022-01-03,748.4662628173828,475.0,25,14
HDFCBANK,2021-11-26,744.9500122070312,13.423719492766276,782.1975128173829,2022-01-05,782.1975128173829,475.0000000000006,25,40
HDFCBANK,2022-03-07,662.4000244140625,15.096617801072206,695.5200256347656,2022-03-10,695.5200256347656,474.99999999999966,25,3
HDFCBANK,2022-03-08,663.9000244140625,15.062508860164131,697.0950256347656,2022-03-10,697.0950256347656,475.00000000000034,25,2
HDFCBANK,2023-08-25,780.75,12.808197246237592,819.7875,2023-09-12,819.7875,475.0000000000003,25,18
HDFCBANK,2023-10-26,731.7000122070312,13.666803106695241,768.2850128173828,2023-11-28,768.2850128173828,475.00000000000034,25,33
HDFCBANK,2023-10-03,754.0250244140625,13.262159313307667,791.7262756347657,2023-12-04,791.7262756347657,475.00000000000057,25,62
HDFCBANK,2024-02-14,692.0250244140625,14.450344492190869,726.6262756347656,2024-02-20,726.6262756347656,475.0000000000003,25,6
HDFCBANK,2024-02-12,695.0,14.388489208633093,729.75,2024-02-21,729.75,475.0,25,9
HDFCBANK,2024-02-13,697.2249755859375,14.342572842569428,732.0862243652344,2024-03-13,732.0862243652344,475.00000000000097,25,29
HDFCBANK,2024-02-08,701.5250244140625,14.254658995739089,736.6012756347657,2024-04-01,736.6012756347657,475.0000000000006,25,53
HDFCBANK,2024-02-09,701.7999877929688,14.249074058049148,736.8899871826172,2024-04-01,736.8899871826172,475.0000000000006,25,52
HDFCBANK,2024-01-23,713.6749877929688,14.01198048277533,749.3587371826172,2024-04-04,749.3587371826172,475.0000000000006,25,72
HDFCBANK,2024-01-24,727.9500122070312,13.737206995411066,764.3475128173828,2024-04-04,764.3475128173828,475.00000000000034,25,71
HDFCBANK,2024-01-25,717.4500122070312,13.938253299679847,753.3225128173829,2024-04-04,753.3225128173829,475.0000000000006,25,70
HDFCBANK,2024-01-30,722.1500244140625,13.847538131863654,758.2575256347657,2024-04-04,758.2575256347657,475.0000000000006,25,65
HDFCBANK,2024-01-19,735.3250122070312,13.59942859822711,772.0912628173828,2024-04-05,772.0912628173828,475.0,25,77
HDFCBANK,2024-01-18,743.0750122070312,13.457591542876237,780.2287628173829,2024-06-03,780.2287628173829,475.0000000000006,25,137
HDFCBANK,2025-01-13,815.4249877929688,12.263543734496075,856.1962371826172,2025-02-01,856.1962371826172,475.0000000000003,25,19
HDFCBANK,2025-01-15,821.5250244140625,12.172483737951032,862.6012756347657,2025-02-04,862.6012756347657,475.00000000000057,25,20
HDFCBANK,2025-01-17,818.375,12.219337100962273,859.29375,2025-02-04,859.29375,475.00000000000057,25,18
HDFCBANK,2025-01-10,828.375,12.071827372868569,869.79375,2025-02-05,869.79375,475.00000000000057,25,26
HDFCBANK,2025-01-14,823.2999877929688,12.146240918583192,864.4649871826173,2025-02-05,864.4649871826173,475.0000000000011,25,22
HDFCBANK,2025-01-09,833.9000244140625,11.991845193944528,875.5950256347656,2025-02-07,875.5950256347656,475.0000000000002,25,29
HDFCBANK,2025-09-02,944.5,10.587612493382743,991.725,2025-10-16,991.725,475.0000000000003,25,44
HDFCBANK,2025-09-01,950.5999755859376,10.519672056414823,998.1299743652345,2025-10-17,998.1299743652345,475.0,25,46
ICICIBANK,2015-06-05,258.2727355957031,38.71875975191541,271.1863723754883,2015-06-15,271.1863723754883,475.00000000000085,25,10
ICICIBANK,2015-06-08,257.4090881347656,38.84866720309632,270.27954254150393,2015-06-15,270.27954254150393,475.00000000000085,25,7
ICICIBANK,2015-07-28,259.0909118652344,38.59649081478196,272.0454574584961,2015-07-31,272.0454574584961,475.0000000000009,25,3
ICICIBANK,2015-08-24,245.4090881347656,40.748287180418245,257.6795425415039,2015-08-25,257.6795425415039,475.00000000000125,25,1
ICICIBANK,2015-09-07,226.4545440673828,44.15897257077979,237.77727127075195,2015-09-08,237.77727127075195,475.0,25,1
ICICIBANK,2015-12-15,224.0,44.642857142857146,235.20000000000002,2015-12-21,235.20000000000002,475.0000000000008,25,6
ICICIBANK,2016-01-18,202.81817626953125,49.3052456339549,212.95908508300784,2016-01-22,212.95908508300784,475.00000000000114,25,4
ICICIBANK,2016-01-15,204.0454559326172,49.0086875705889,214.24772872924805,2016-01-25,214.24772872924805,475.0000000000003,25,10
ICICIBANK,2016-01-20,204.0,49.01960784313726,214.20000000000002,2016-01-25,214.20000000000002,475.00000000000085,25,5
ICICIBANK,2016-02-03,185.5,53.908355795148246,194.775,2016-02-08,194.775,475.0000000000003,25,5
ICICIBANK,2016-02-04,185.4090881347656,53.934788745260676,194.67954254150388,2016-02-08,194.67954254150388,475.00000000000006,25,4
ICICIBANK,2016-02-12,175.9545440673828,56.83286017421887,184.75227127075195,2016-02-15,184.75227127075195,474.99999999999966,25,3
ICICIBANK,2016-02-17,173.40908813476562,57.66710446126363,182.0795425415039,2016-02-19,182.0795425415039,475.00000000000034,25,2
ICICIBANK,2016-02-25,166.36363220214844,60.10929112108469,174.68181381225585,2016-02-29,174.68181381225585,474.99999999999966,25,4
ICICIBANK,2016-02-02,191.2727203369141,52.28137071708746,200.8363563537598,2016-03-02,200.8363563537598,475.0000000000008,25,29
ICICIBANK,2016-02-11,181.1363677978516,55.207025080463204,190.19318618774417,2016-03-02,190.19318618774417,475.0000000000002,25,20
ICICIBANK,2016-01-12,215.22726440429688,46.46251499631269,225.98862762451174,2016-04-21,225.98862762451174,475.0000000000008,25,100
ICICIBANK,2017-09-22,277.1000061035156,36.08805405895344,290.9550064086914,2017-10-25,290.9550064086914,475.0000000000004,25,33
ICICIBANK,2017-10-05,271.79998779296875,36.791760298448004,285.3899871826172,2017-10-25,285.3899871826172,474.99999999999955,25,20
ICICIBANK,2017-10-10,269.79998779296875,37.064493893430075,283.2899871826172,2017-10-25,283.2899871826172,475.0000000000008,25,15
ICICIBANK,2017-10-11,267.6000061035156,37.3692069204651,280.9800064086914,2017-10-25,280.9800064086914,474.9999999999996,25,14
ICICIBANK,2017-10-12,267.54998779296875,37.37619307139733,280.9274871826172,2017-10-25,280.9274871826172,475.0000000000004,25,13
ICICIBANK,2017-10-18,263.1499938964844,38.00114091560159,276.3074935913086,2017-10-25,276.3074935913086,475.0000000000013,25,7
ICICIBANK,2017-10-19,257.8500061035156,38.78223681711077,270.74250640869144,2017-10-25,270.74250640869144,475.00000000000136,25,6
ICICIBANK,2018-03-07,286.70001220703125,34.879663670118084,301.03501281738284,2018-03-12,301.03501281738284,475.00000000000074,25,5
ICICIBANK,2018-04-02,261.8500061035156,38.189802432338915,274.94250640869143,2018-04-05,274.94250640869143,475.0000000000009,25,3
ICICIBANK,2018-03-23,275.54998779296875,36.29105586284178,289.3274871826172,2018-04-10,289.3274871826172,474.99999999999955,25,18
ICICIBANK,2018-03-06,295.04998779296875,33.89256198518069,309.8024871826172,2018-05-08,309.8024871826172,475.0000000000004,25,63
ICICIBANK,2019-01-28,343.54998779296875,29.107845598371068,360.7274871826172,2019-01-30,360.7274871826172,475.0000000000006,25,2
ICICIBANK,2020-03-12,425.6499938964844,23.493480896024497,446.9324935913086,2020-03-13,446.9324935913086,475.0000000000008,25,1
ICICIBANK,2020-03-19,338.54998779296875,29.537735520803604,355.4774871826172,2020-03-20,355.4774871826172,475.0000000000007,25,1
ICICIBANK,2020-03-23,284.0,35.2112676056338,298.2,2020-03-24,298.2,474.99999999999955,25,1
ICICIBANK,2020-03-24,296.5,33.72681281618887,311.325,2020-03-25,311.325,474.9999999999996,25,1
ICICIBANK,2020-03-20,345.70001220703125,28.926814136214855,362.9850128173828,2020-03-26,362.9850128173828,475.0000000000003,25,6
ICICIBANK,2020-03-25,316.8999938964844,31.555696410857326,332.7449935913086,2020-03-26,332.7449935913086,475.0000000000011,25,1
ICICIBANK,2020-03-30,313.3999938964844,31.908105279998786,329.0699935913086,2020-03-31,329.0699935913086,475.00000000000074,25,1
ICICIBANK,2020-04-03,286.6499938964844,34.88574991427078,300.9824935913086,2020-04-07,300.9824935913086,474.9999999999996,25,4
ICICIBANK,2020-03-18,355.04998779296875,28.16504814480108,372.8024871826172,2020-04-17,372.8024871826172,475.00000000000034,25,30
ICICIBANK,2020-03-17,367.25,27.22940776038121,385.6125,2020-04-30,385.6125,475.0000000000003,25,44
ICICIBANK,2020-03-16,402.8999938964844,24.820054980118126,423.04499359130864,2020-10-21,423.04499359130864,475.00000000000114,25,219
ICICIBANK,2020-03-09,457.75,21.84598580010923,480.63750000000005,2020-11-10,480.63750000000005,475.00000000000097,25,246
ICICIBANK,2020-03-11,465.6499938964844,21.475357309299213,488.9324935913086,2020-11-11,488.9324935913086,475.0000000000007,25,245
ICICIBANK,2022-02-24,707.4000244140625,14.136273190381882,742.7700256347656,2022-02-28,742.7700256347656,474.9999999999997,25,4
ICICIBANK,2022-03-07,653.75,15.296367112810707,686.4375,2022-03-10,686.4375,475.0,25,3
ICICIBANK,2022-05-13,677.3499755859375,14.763416786646461,711.2174743652344,2022-05-17,711.2174743652344,474.99999999999966,25,4
ICICIBANK,2023-01-27,817.2000122070312,12.236906327243885,858.0600128173828,2023-02-01,858.0600128173828,475.0,25,5
ICICIBANK,2023-01-30,823.5,12.143290831815422,864.6750000000001,2023-02-01,864.6750000000001,475.00000000000085,25,2
ICICIBANK,2023-10-26,908.6500244140624,11.00533729303363,954.0825256347656,2023-12-04,954.0825256347656,475.000000000001,25,39
ICICIBANK,2025-01-21,1196.1500244140625,8.36015532825703,1255.9575256347657,2025-01-28,1255.9575256347657,475.0000000000008,25,7
ICICIBANK,2025-09-29,1348.0999755859375,7.41784747503879,1415.5049743652344,2025-10-16,1415.5049743652344,475.0,25,17
ICICIBANK,2025-09-30,1348.0,7.4183976261127595,1415.4,2025-10-16,1415.4,475.0000000000007,25,16
ICICIBANK,2025-09-26,1359.5999755859375,7.35510457455721,1427.5799743652344,2025-10-17,1427.5799743652344,475.0000000000003,25,21
INFY,2015-05-06,480.5125122070313,20.811112605724297,504.5381378173829,2015-05-19,504.5381378173829,475.0000000000006,25,13
INFY,2015-04-30,485.5625,20.594671128845413,509.84062500000005,2015-05-20,509.84062500000005,475.00000000000097,25,20
INFY,2015-04-28,490.2250061035156,20.398796217034278,514.7362564086915,2015-05-21,514.7362564086915,475.0000000000014,25,23
INFY,2015-04-29,490.2875061035156,20.396195855516407,514.8018814086914,2015-05-21,514.8018814086914,475.00000000000045,25,22
INFY,2015-04-24,498.7999877929688,20.04811596777862,523.7399871826173,2015-07-21,523.7399871826173,475.0000000000001,25,88
INFY,2015-04-27,496.1625061035156,20.154686976515865,520.9706314086915,2015-07-21,520.9706314086915,475.00000000000136,25,85
INFY,2015-11-18,510.0,19.607843137254903,535.5,2015-11-30,535.5,475.00000000000006,25,12
INFY,2016-08-22,507.7250061035156,19.6957011763986,533.1112564086915,2016-09-19,533.1112564086915,475.0000000000013,25,28
INFY,2016-08-18,511.7000122070313,19.54270033504328,537.285012817383,2016-10-14,537.285012817383,475.00000000000153,25,57
INFY,2016-08-19,510.6499938964844,19.58288479295886,536.1824935913086,2016-10-14,536.1824935913086,474.9999999999995,25,56
INFY,2016-11-11,460.7749938964844,21.702566615944775,483.8137435913086,2016-11-25,483.8137435913086,474.99999999999994,25,14
INFY,2016-11-15,461.7749938964844,21.655568474203022,484.8637435913086,2016-11-25,484.8637435913086,475.0000000000002,25,10
INFY,2016-11-18,460.0,21.73913043478261,483.0,2016-11-25,483.0,475.0,25,7
INFY,2016-11-21,455.5499877929688,21.95148780147623,478.3274871826173,2016-11-25,478.3274871826173,475.00000000000097,25,4
INFY,2016-11-22,457.1000061035156,21.877050681411244,479.9550064086914,2016-11-25,479.9550064086914,475.0000000000003,25,3
INFY,2016-11-10,469.7000122070313,21.290184671300935,493.18501281738287,2016-12-09,493.18501281738287,474.99999999999994,25,29
INFY,2016-11-03,483.4249877929688,20.685732538680007,507.59623718261724,2016-12-15,507.59623718261724,474.99999999999994,25,42
INFY,2017-04-19,459.6000061035156,21.758050189728895,482.5800064086914,2017-05-12,482.5800064086914,475.0000000000002,25,23
INFY,2017-04-26,457.125,21.875854525567405,479.98125000000005,2017-05-12,479.98125000000005,475.000000000001,25,16
INFY,2017-04-17,462.4500122070313,21.623958776161007,485.5725128173829,2017-05-18,485.5725128173829,475.0000000000009,25,31
INFY,2017-04-18,461.3250122070313,21.6766915631972,484.3912628173829,2017-05-18,484.3912628173829,475.0000000000002,25,30
INFY,2017-04-13,465.7000122070313,21.473050757736306,488.9850128173829,2017-05-25,488.9850128173829,475.0000000000002,25,42
INFY,2016-08-17,516.6500244140625,19.35546216482055,542.4825256347657,2018-01-12,542.4825256347657,475.00000000000136,25,513
INFY,2016-07-15,536.2750244140625,18.647148468131746,563.0887756347656,2018-01-16,563.0887756347656,475.0,25,550
INFY,2016-07-22,536.2249755859375,18.648888909124228,563.0362243652344,2018-01-16,563.0362243652344,475.0,25,543
INFY,2019-10-24,635.3499755859375,15.739356865132041,667.1174743652344,2019-10-30,667.1174743652344,475.0000000000011,25,6
INFY,2019-10-25,637.4500122070312,15.687504601932922,669.3225128173829,2019-10-30,669.3225128173829,475.0000000000007,25,5
INFY,2019-10-22,643.5499877929688,15.53880846815744,675.7274871826172,2019-10-31,675.7274871826172,475.00000000000034,25,9
INFY,2019-10-23,650.5999755859375,15.370427874661216,683.1299743652344,2019-10-31,683.1299743652344,475.0,25,8
INFY,2019-10-27,648.8499755859375,15.411883141352668,681.2924743652344,2019-10-31,681.2924743652344,475.00000000000034,25,4
INFY,2019-10-29,650.6500244140625,15.369245561783261,683.1825256347656,2019-10-31,683.1825256347656,475.0,25,2
INFY,2020-03-12,631.2000122070312,15.842838730364342,662.7600128173829,2020-03-13,662.7600128173829,475.00000000000074,25,1
INFY,2020-03-16,583.1500244140625,17.148245873860333,612.3075256347656,2020-03-20,612.3075256347656,475.0,25,4
INFY,2020-03-17,554.9500122070312,18.019641012764534,582.6975128173829,2020-03-20,582.6975128173829,475.0000000000008,25,3
INFY,2020-03-18,534.2999877929688,18.716077537839684,561.0149871826172,2020-03-20,561.0149871826172,475.00000000000085,25,2
INFY,2020-03-19,545.5499877929688,18.330125971508423,572.8274871826172,2020-03-20,572.8274871826172,475.0000000000008,25,1
INFY,2020-03-23,526.4500122070312,18.995155794710875,552.7725128173828,2020-03-24,552.7725128173828,474.9999999999996,25,1
INFY,2020-03-13,642.3499755859375,15.567837440763068,674.4674743652344,2020-03-27,674.4674743652344,474.99999999999966,25,14
INFY,2020-03-11,686.0,14.577259475218659,720.3000000000001,2020-06-08,720.3000000000001,475.00000000000097,25,89
INFY,2020-03-09,704.4500122070312,14.19547139855978,739.6725128173829,2020-06-26,739.6725128173829,475.00000000000097,25,109
INFY,2022-01-27,1678.5999755859375,5.957345493532113,1762.5299743652345,2022-02-01,1762.5299743652345,475.0000000000005,25,5
INFY,2022-05-19,1427.1500244140625,7.00697181721007,1498.5075256347657,2022-05-30,1498.5075256347657,475.0000000000003,25,11
INFY,2022-05-04,1535.550048828125,6.512324367174896,1612.3275512695313,2022-08-05,1612.3275512695313,475.0000000000006,25,93
INFY,2022-04-27,1552.800048828125,6.439979189559435,1630.4400512695313,2022-08-11,1630.4400512695313,475.0000000000003,25,106
INFY,2022-04-19,1562.0,6.402048655569782,1640.1000000000001,2022-11-25,1640.1000000000001,475.00000000000085,25,220
INFY,2022-04-25,1561.0999755859375,6.405739642809639,1639.1549743652345,2022-11-25,1639.1549743652345,475.00000000000057,25,214
INFY,2022-04-20,1587.699951171875,6.298419290508285,1667.0849487304688,2022-12-01,1667.0849487304688,475.0000000000003,25,225
INFY,2022-04-22,1585.449951171875,6.307357726813493,1664.7224487304688,2022-12-01,1664.7224487304688,475.00000000000057,25,223
INFY,2023-04-19,1232.199951171875,8.11556597651994,1293.8099487304687,2023-05-22,1293.8099487304687,474.99999999999966,25,33
INFY,2023-04-20,1223.4000244140625,8.17394131146059,1284.5700256347657,2023-05-22,1284.5700256347657,475.00000000000034,25,32
INFY,2023-04-21,1227.3499755859375,8.147635310968246,1288.7174743652345,2023-05-22,1288.7174743652345,475.0000000000007,25,31
INFY,2023-04-24,1226.300048828125,8.154611108069501,1287.6150512695312,2023-05-22,1287.6150512695312,475.0,25,28
INFY,2023-04-25,1224.9000244140625,8.163931586811383,1286.1450256347657,2023-05-22,1286.1450256347657,475.00000000000074,25,27
INFY,2023-04-26,1227.550048828125,8.146307362006505,1288.9275512695312,2023-05-22,1288.9275512695312,474.99999999999994,25,26
INFY,2023-04-27,1246.25,8.02407221664995,1308.5625,2023-05-23,1308.5625,475.0,25,26
INFY,2023-04-17,1258.300048828125,7.947230081818053,1321.2150512695314,2023-05-26,1321.2150512695314,475.0000000000011,25,39
INFY,2023-04-18,1259.3499755859375,7.940604433924178,1322.3174743652344,2023-05-26,1322.3174743652344,475.0,25,38
INFY,2023-03-22,1389.25,7.198128486593486,1458.7125,2023-07-17,1458.7125,475.0000000000007,25,117
INFY,2023-03-23,1374.550048828125,7.275107958801149,1443.2775512695314,2023-07-17,1443.2775512695314,475.00000000000097,25,116
INFY,2023-03-24,1380.6500244140625,7.242965141904028,1449.6825256347656,2023-07-17,1449.6825256347656,475.0,25,115
